date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
2021-04-27,10.0,-3.0,4.0,-6.0,-8.0,10.0,24814.0,137.0,115.571,331.0,1.0,0.5710000000000001,1869.014,10.319,8.705,24.930999999999997,0.075,0.043,1.0,,,,,5204.0,0.392,0.0222,45.0,samples tested,,,,,,12.0,,,,,1.0,12.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-04-28,13.0,-1.0,5.0,-3.0,-9.0,9.0,24888.0,74.0,110.85700000000001,332.0,1.0,0.7140000000000001,1874.588,5.574,8.35,25.006999999999998,0.075,0.054000000000000006,0.97,,1299466.0,97.87700000000001,,4979.0,0.375,0.0223,44.9,samples tested,,,,,,12.0,,,,,1.0,12.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-04-29,9.0,-4.0,1.0,-4.0,-8.0,10.0,24995.0,107.0,104.714,333.0,1.0,0.7140000000000001,1882.6470000000002,8.059,7.8870000000000005,25.081999999999997,0.075,0.054000000000000006,0.95,4530.0,1303996.0,98.21799999999999,0.341,4982.0,0.375,0.021,47.6,samples tested,,,,,,12.0,,,,,1.0,12.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-04-30,9.0,-3.0,0.0,-4.0,-7.0,11.0,25116.0,121.0,93.85700000000001,335.0,2.0,1.0,1891.761,9.113999999999999,7.069,25.233,0.151,0.075,0.93,,,,,4864.0,0.366,0.0193,51.8,samples tested,349871.0,349871.0,,,,12.0,2.64,2.64,,,1.0,12.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-01,16.0,12.0,13.0,-2.0,-7.0,10.0,25225.0,109.0,98.571,335.0,0.0,1.0,1899.971,8.21,7.4239999999999995,25.233,0.0,0.075,0.9,,,,,4593.0,0.34600000000000003,0.0215,46.6,samples tested,350003.0,350003.0,,,132.0,29.0,2.64,2.64,,,2.0,29.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-02,0.0,-1.0,7.0,-15.0,-14.0,11.0,25253.0,28.0,94.286,337.0,2.0,1.0,1902.08,2.109,7.102,25.383000000000003,0.151,0.075,0.84,,,,,4323.0,0.326,0.0218,45.8,samples tested,,,,,,1050.0,,,,,79.0,36.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-03,7.0,-2.0,9.0,-6.0,-45.0,20.0,25311.0,58.0,90.571,337.0,0.0,1.0,1906.4489999999998,4.369,6.822,25.383000000000003,0.0,0.075,0.8,,,,,3468.0,0.261,0.0261,38.3,samples tested,,,,,,2070.0,,,,,156.0,42.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-04,13.0,-1.0,8.0,-5.0,-7.0,10.0,25351.0,40.0,76.714,337.0,0.0,0.857,1909.4620000000002,3.013,5.778,25.383000000000003,0.0,0.065,0.78,,,,,3635.0,0.27399999999999997,0.0211,47.4,samples tested,,,,,,3091.0,,,,,233.0,48.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-05,14.0,0.0,1.0,-2.0,-7.0,9.0,25421.0,70.0,76.143,338.0,1.0,0.857,1914.734,5.272,5.735,25.458000000000002,0.075,0.065,0.8,,,,,3802.0,0.28600000000000003,0.02,49.9,samples tested,,,,,,4112.0,,,,,310.0,55.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-06,11.0,-2.0,3.0,-3.0,-7.0,11.0,25486.0,65.0,70.143,338.0,0.0,0.7140000000000001,1919.63,4.896,5.2829999999999995,25.458000000000002,0.0,0.054000000000000006,0.81,,,,,3681.0,0.27699999999999997,0.0191,52.5,samples tested,,,,,,5132.0,,,,,387.0,61.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-07,9.0,-5.0,9.0,-1.0,-5.0,10.0,25539.0,53.0,60.428999999999995,338.0,0.0,0.429,1923.622,3.992,4.552,25.458000000000002,0.0,0.032,0.82,,1333441.0,100.436,,3681.0,0.27699999999999997,0.0164,60.9,samples tested,,,,,,6153.0,,,,,463.0,67.0,0.001,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-08,18.0,11.0,16.0,-1.0,2.0,9.0,25586.0,47.0,51.571000000000005,338.0,0.0,0.429,1927.162,3.54,3.884,25.458000000000002,0.0,0.032,0.86,3659.0,1337100.0,100.712,0.276,3678.0,0.27699999999999997,0.013999999999999999,71.3,samples tested,400096.0,350400.0,49696.0,,,7156.0,3.01,2.64,0.37,,539.0,57.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-09,-2.0,-4.0,4.0,-13.0,-11.0,13.0,25652.0,66.0,57.0,338.0,0.0,0.14300000000000002,1932.1329999999998,4.971,4.293,25.458000000000002,0.0,0.011000000000000001,0.9,4069.0,1341169.0,101.01799999999999,0.306,3733.0,0.281,0.0153,65.5,samples tested,,,,,,7013.0,,,,,528.0,49.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-10,16.0,1.0,8.0,-3.0,-6.0,11.0,25714.0,62.0,57.571000000000005,338.0,0.0,0.14300000000000002,1936.8029999999999,4.67,4.336,25.458000000000002,0.0,0.011000000000000001,0.92,3481.0,1344650.0,101.28,0.262,3704.0,0.27899999999999997,0.0155,64.3,samples tested,,,,,,6870.0,,,,,517.0,41.0,0.0,71.3,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-11,5.0,-7.0,4.0,-16.0,-10.0,15.0,25773.0,59.0,60.286,340.0,2.0,0.429,1941.247,4.444,4.541,25.609,0.151,0.032,0.94,2730.0,1347380.0,101.486,0.20600000000000002,3569.0,0.26899999999999996,0.0169,59.2,samples tested,,,,,,6727.0,,,,,507.0,32.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-12,19.0,5.0,8.0,0.0,-6.0,9.0,25846.0,73.0,60.714,340.0,0.0,0.28600000000000003,1946.746,5.497999999999999,4.573,25.609,0.0,0.022000000000000002,0.98,,,,,3578.0,0.26899999999999996,0.017,58.9,samples tested,,,,,,6584.0,,,,,496.0,24.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-13,2.0,-8.0,1.0,-9.0,-47.0,22.0,25934.0,88.0,64.0,342.0,2.0,0.5710000000000001,1953.374,6.627999999999999,4.821000000000001,25.76,0.151,0.043,1.01,,1354868.0,102.05,,3587.0,0.27,0.0178,56.0,samples tested,,,,,,6440.0,,,,,485.0,16.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-14,7.0,-2.0,-1.0,-5.0,-6.0,13.0,26033.0,99.0,70.571,343.0,1.0,0.7140000000000001,1960.8310000000001,7.457000000000001,5.316,25.835,0.075,0.054000000000000006,1.03,3698.0,1358566.0,102.32799999999999,0.27899999999999997,3589.0,0.27,0.0197,50.9,samples tested,,,,,,6297.0,,,,,474.0,8.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-15,16.0,15.0,15.0,-2.0,3.0,9.0,26099.0,66.0,73.286,343.0,0.0,0.7140000000000001,1965.8020000000001,4.971,5.52,25.835,0.0,0.054000000000000006,1.02,9229.0,1367795.0,103.024,0.695,4385.0,0.33,0.0167,59.8,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-16,0.0,3.0,6.0,-9.0,-5.0,11.0,26141.0,42.0,69.857,344.0,1.0,0.857,1968.965,3.1630000000000003,5.2620000000000005,25.91,0.075,0.065,1.02,,,,,4078.0,0.307,0.0171,58.4,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-17,13.0,4.0,12.0,-1.0,-2.0,10.0,26215.0,74.0,71.571,345.0,1.0,1.0,1974.539,5.574,5.391,25.986,0.075,0.075,1.04,,1371636.0,103.31299999999999,,3855.0,0.29,0.0186,53.9,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-18,13.0,2.0,9.0,-6.0,-5.0,10.0,26344.0,129.0,81.571,346.0,1.0,0.857,1984.255,9.716000000000001,6.144,26.061,0.075,0.065,1.04,4429.0,1376065.0,103.647,0.33399999999999996,4098.0,0.309,0.0199,50.2,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-19,17.0,0.0,6.0,-3.0,-4.0,10.0,26424.0,80.0,82.571,348.0,2.0,1.143,1990.281,6.026,6.218999999999999,26.212,0.151,0.086,1.0,,,,,4269.0,0.322,0.0193,51.7,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-20,13.0,-1.0,10.0,-6.0,-3.0,11.0,26529.0,105.0,85.0,349.0,1.0,1.0,1998.19,7.909,6.402,26.287,0.075,0.075,0.96,,1385943.0,104.391,,4439.0,0.33399999999999996,0.0191,52.2,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-21,16.0,3.0,18.0,-2.0,0.0,10.0,26601.0,72.0,81.143,349.0,0.0,0.857,2003.6129999999998,5.422999999999999,6.112,26.287,0.0,0.065,0.9,,,,,4665.0,0.35100000000000003,0.0174,57.5,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-22,23.0,16.0,25.0,1.0,7.0,9.0,26658.0,57.0,79.857,349.0,0.0,0.857,2007.906,4.293,6.015,26.287,0.0,0.065,0.85,,1396505.0,105.186,,4101.0,0.309,0.0195,51.4,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-23,8.0,3.0,17.0,-6.0,-4.0,10.0,26688.0,30.0,78.143,349.0,0.0,0.7140000000000001,2010.1660000000002,2.26,5.886,26.287,0.0,0.054000000000000006,0.8,4387.0,1400892.0,105.51700000000001,0.33,4454.0,0.335,0.0175,57.0,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-24,19.0,9.0,24.0,-1.0,0.0,11.0,26730.0,42.0,73.571,349.0,0.0,0.5710000000000001,2013.329,3.1630000000000003,5.541,26.287,0.0,0.043,0.76,5125.0,1406017.0,105.90299999999999,0.386,4912.0,0.37,0.015,66.8,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-25,19.0,7.0,25.0,-4.0,-2.0,10.0,26780.0,50.0,62.286,349.0,0.0,0.429,2017.095,3.766,4.691,26.287,0.0,0.032,0.73,4029.0,1410046.0,106.206,0.303,4854.0,0.366,0.0128,77.9,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-26,24.0,6.0,21.0,1.0,-3.0,8.0,26817.0,37.0,56.143,350.0,1.0,0.28600000000000003,2019.882,2.787,4.229,26.362,0.075,0.022000000000000002,0.72,4840.0,1414886.0,106.571,0.365,4840.0,0.365,0.0116,86.2,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-27,25.0,6.0,24.0,3.0,-2.0,10.0,26843.0,26.0,44.857,351.0,1.0,0.28600000000000003,2021.8410000000001,1.9580000000000002,3.3789999999999996,26.438000000000002,0.075,0.022000000000000002,0.72,,,,,4666.0,0.35100000000000003,0.0096,104.0,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-28,26.0,8.0,27.0,4.0,-1.0,9.0,26878.0,35.0,39.571,352.0,1.0,0.429,2024.477,2.636,2.9810000000000003,26.513,0.075,0.032,0.74,,,,,4444.0,0.335,0.0089,112.3,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-29,37.0,25.0,33.0,10.0,11.0,6.0,26892.0,14.0,33.429,352.0,0.0,0.429,2025.531,1.054,2.5180000000000002,26.513,0.0,0.032,0.78,,1426053.0,107.412,,4221.0,0.318,0.0079,126.3,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-30,18.0,11.0,25.0,-2.0,-2.0,8.0,26918.0,26.0,32.857,352.0,0.0,0.429,2027.49,1.9580000000000002,2.475,26.513,0.0,0.032,0.86,,,,,4527.0,0.341,0.0073,137.8,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-05-31,32.0,15.0,34.0,6.0,2.0,9.0,26963.0,45.0,33.286,353.0,1.0,0.5710000000000001,2030.879,3.389,2.5069999999999997,26.588,0.075,0.043,0.94,,,,,4727.0,0.35600000000000004,0.006999999999999999,142.0,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,62.96,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-01,32.0,13.0,30.0,3.0,0.0,9.0,27023.0,60.0,34.714,357.0,4.0,1.143,2035.398,4.519,2.615,26.89,0.301,0.086,1.0,,1445631.0,108.88600000000001,,5084.0,0.38299999999999995,0.0068,146.5,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-02,32.0,14.0,29.0,7.0,0.0,7.0,27064.0,41.0,35.286,358.0,1.0,1.143,2038.486,3.088,2.658,26.965,0.075,0.086,1.06,4382.0,1450013.0,109.21600000000001,0.33,5018.0,0.37799999999999995,0.006999999999999999,142.2,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-03,34.0,9.0,23.0,4.0,0.0,10.0,27119.0,55.0,39.429,358.0,0.0,1.0,2042.629,4.143,2.97,26.965,0.0,0.075,1.13,3867.0,1453880.0,109.508,0.29100000000000004,5039.0,0.38,0.0078,127.8,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-04,32.0,13.0,28.0,7.0,2.0,9.0,27162.0,43.0,40.571,359.0,1.0,1.0,2045.868,3.239,3.056,27.04,0.075,0.075,1.2,4074.0,1457954.0,109.814,0.307,5089.0,0.38299999999999995,0.008,125.4,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-05,40.0,26.0,34.0,10.0,12.0,7.0,27211.0,49.0,45.571000000000005,359.0,0.0,1.0,2049.5589999999997,3.6910000000000003,3.432,27.04,0.0,0.075,1.3,,,,,5199.0,0.392,0.0088,114.1,samples tested,,,,,,6154.0,,,,,464.0,0.0,0.0,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-06,21.0,12.0,30.0,1.0,-3.0,8.0,27245.0,34.0,46.714,360.0,1.0,1.143,2052.12,2.5610000000000004,3.5189999999999997,27.116,0.075,0.086,1.41,,1466941.0,110.491,,4909.0,0.37,0.0095,105.1,samples tested,578569.0,350400.0,228169.0,,,6154.0,4.36,2.64,1.72,,464.0,0.0,0.0,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-07,38.0,17.0,34.0,7.0,4.0,9.0,27307.0,62.0,49.143,360.0,0.0,1.0,2056.7889999999998,4.67,3.701,27.116,0.0,0.075,1.55,4434.0,1471375.0,110.825,0.33399999999999996,4610.0,0.34700000000000003,0.0107,93.8,samples tested,,,,,,5586.0,,,,,421.0,198.0,0.001,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-08,32.0,15.0,33.0,1.0,3.0,9.0,27434.0,127.0,58.714,364.0,4.0,1.0,2066.355,9.566,4.422,27.416999999999998,0.301,0.075,1.71,3910.0,1475285.0,111.12,0.295,4236.0,0.319,0.0139,72.1,samples tested,,,,,,5019.0,,,,,378.0,396.0,0.003,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-09,38.0,13.0,29.0,4.0,2.0,7.0,27548.0,114.0,69.143,365.0,1.0,1.0,2074.942,8.587,5.207999999999999,27.491999999999997,0.075,0.075,1.8,3594.0,1478879.0,111.391,0.271,4124.0,0.311,0.0168,59.6,samples tested,,,,,,4451.0,,,,,335.0,594.0,0.004,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-10,33.0,10.0,29.0,2.0,2.0,9.0,27660.0,112.0,77.286,366.0,1.0,1.143,2083.3779999999997,8.436,5.821000000000001,27.566999999999997,0.075,0.086,1.89,3959.0,1482838.0,111.689,0.298,4137.0,0.312,0.0187,53.5,samples tested,,,,,,3883.0,,,,,292.0,792.0,0.006,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-11,32.0,13.0,30.0,5.0,2.0,9.0,27862.0,202.0,100.0,368.0,2.0,1.286,2098.593,15.215,7.532,27.718000000000004,0.151,0.09699999999999999,1.99,5002.0,1487840.0,112.066,0.377,4269.0,0.322,0.0234,42.7,samples tested,,,,,,3315.0,,,,,250.0,991.0,0.006999999999999999,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-12,37.0,25.0,31.0,10.0,11.0,7.0,28146.0,284.0,133.571,370.0,2.0,1.571,2119.984,21.391,10.061,27.869,0.151,0.11800000000000001,2.04,5927.0,1493767.0,112.512,0.446,4474.0,0.337,0.0299,33.5,samples tested,,,,,,2748.0,,,,,207.0,1189.0,0.009000000000000001,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-13,20.0,9.0,23.0,-1.0,0.0,10.0,28373.0,227.0,161.143,370.0,0.0,1.429,2137.0820000000003,17.098,12.137,27.869,0.0,0.10800000000000001,2.01,6658.0,1500425.0,113.01299999999999,0.501,4783.0,0.36,0.0337,29.7,samples tested,,,,,,2180.0,,,,,164.0,1387.0,0.01,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-14,30.0,11.0,28.0,5.0,2.0,11.0,28614.0,241.0,186.71400000000003,372.0,2.0,1.714,2155.234,18.152,14.062999999999999,28.019000000000002,0.151,0.129,1.97,5286.0,1505711.0,113.412,0.39799999999999996,4905.0,0.369,0.0381,26.3,samples tested,,,,,,2180.0,,,,,164.0,1387.0,0.01,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-15,26.0,10.0,25.0,-1.0,1.0,11.0,28912.0,298.0,211.143,372.0,0.0,1.143,2177.68,22.445999999999998,15.902999999999999,28.019000000000002,0.0,0.086,1.93,4715.0,1510426.0,113.76700000000001,0.355,5020.0,0.37799999999999995,0.0421,23.8,samples tested,,,,,,2180.0,,,,,164.0,1387.0,0.01,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-16,32.0,8.0,26.0,0.0,-2.0,10.0,29175.0,263.0,232.429,376.0,4.0,1.571,2197.489,19.809,17.507,28.320999999999998,0.301,0.11800000000000001,1.92,6072.0,1516498.0,114.22399999999999,0.457,5374.0,0.405,0.0433,23.1,samples tested,,,,,,2180.0,,,,,164.0,1387.0,0.01,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-17,23.0,3.0,17.0,-1.0,-3.0,11.0,29597.0,422.0,276.714,377.0,1.0,1.571,2229.274,31.785,20.842,28.396,0.075,0.11800000000000001,1.92,5676.0,1522174.0,114.652,0.428,5619.0,0.423,0.0492,20.3,samples tested,,,,,,2180.0,,,,,164.0,1387.0,0.01,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-18,21.0,4.0,26.0,-2.0,-3.0,12.0,30048.0,451.0,312.286,378.0,1.0,1.429,2263.244,33.97,23.522,28.471,0.075,0.10800000000000001,1.91,5770.0,1527944.0,115.086,0.435,5729.0,0.43200000000000005,0.0545,18.3,samples tested,,,,,,2180.0,,,,,164.0,1387.0,0.01,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-19,27.0,17.0,28.0,0.0,6.0,10.0,30517.0,469.0,338.714,379.0,1.0,1.286,2298.57,35.326,25.511999999999997,28.546999999999997,0.075,0.09699999999999999,1.88,7452.0,1535396.0,115.648,0.561,5947.0,0.44799999999999995,0.057,17.6,samples tested,,,,,,2180.0,,,,,164.0,1387.0,0.01,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-06-20,9.0,4.0,19.0,-12.0,-7.0,12.0,30813.0,296.0,348.57099999999997,382.0,3.0,1.714,2320.865,22.295,26.255,28.773000000000003,0.226,0.129,1.86,8928.0,1544324.0,116.32,0.672,6271.0,0.47200000000000003,0.0556,18.0,samples tested,,,,,,2180.0,,,,,164.0,1387.0,0.01,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
